City,Category,Sub-Category,Product,SKU ID,Image,Brand,SKU Name,SKU Size,MRP,Selling Price,Item Link,In Stock,Out of Stock,Rating,Price
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,126906,https://www.bigbasket.com/media/uploads/p/l/126906_8-aashirvaad-atta-whole-wheat.jpg,Aashirvaad,Aashirvaad Atta/Godihittu,10 kg,Rs 576,Rs 480,https://www.bigbasket.com/pd/126906/aashirvaad-atta-whole-wheat-10-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹436.79
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1220743,https://www.bigbasket.com/media/uploads/p/l/1220743_1-aashirvaad-atta-whole-wheat-5-kg-iodised-salt-1-kg.jpg,Aashirvaad,Aashirvaad Atta,Combo 2 Items,Rs 346,Rs 324.80,https://www.bigbasket.com/pd/1220743/aashirvaad-atta-whole-wheat-5-kg-iodised-salt-1-kg-combo-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹265.34
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1220742,https://www.bigbasket.com/media/uploads/p/l/1220742_1-aashirvaad-atta-whole-wheat-10-kg-iodised-salt-1-kg.jpg,Aashirvaad,Aashirvaad Atta,Combo 2 Items,Rs 604,Rs 503.80,https://www.bigbasket.com/pd/1220742/aashirvaad-atta-whole-wheat-10-kg-iodised-salt-1-kg-combo-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹456.54
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,40236231,https://www.bigbasket.com/media/uploads/p/l/40236231_2-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,Aashirvaad,Aashirvaad Select Sharbati Atta,10 kg,Rs 680,Rs 584.80,https://www.bigbasket.com/pd/40236231/aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer-10-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹571.2
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,40236230,https://www.bigbasket.com/media/uploads/p/l/40236230_3-aashirvaad-atta-with-multigrains-high-fibre-soft-rotis.jpg,Aashirvaad,Aashirvaad Atta with Multigrains,10 kg,Rs 720,Rs 619.20,https://www.bigbasket.com/pd/40236230/aashirvaad-atta-with-multigrains-high-fibre-soft-rotis-10-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹546
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,40189429,https://www.bigbasket.com/media/uploads/p/l/40189429_4-bb-royal-superior-mp-sharbati-atta-fortified.jpg,BB Royal,BB Royal Atta Sharbati MP Whole Wheat,10 kg Pouch,Rs 650,Rs 505,https://www.bigbasket.com/pd/40189429/bb-royal-superior-mp-sharbati-atta-fortified-10-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹510
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,124656,https://www.bigbasket.com/media/uploads/p/l/124656_3-pillsbury-atta-chakki-fresh.jpg,Pillsbury,Pillsbury Atta/Godihittu,5 kg Pouch,Rs 318,Rs 278,https://www.bigbasket.com/pd/124656/pillsbury-atta-chakki-fresh-5-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹205.11
,"FOODGRAINS, OIL & MASALA","SALT, SUGAR & JAGGERY",SUGAR & JAGGERY,1221835,https://www.bigbasket.com/media/uploads/p/l/1221835_1-madhur-sugar-pure-hygienic-1-kg-bb-royal-atta-with-9-multigrain-10-kg.jpg,Madhur,Madhur Sugar,Combo 2 Items,Rs 710,Rs 543,https://www.bigbasket.com/pd/1221835/madhur-sugar-pure-hygienic-1-kg-bb-royal-atta-with-9-multigrain-10-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹581.04
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1221404,https://www.bigbasket.com/media/uploads/p/l/1221404_1-pillsbury-atta-gold-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg.jpg,Pillsbury,Pillsbury Atta,Combo 2 Items,Rs 635,Rs 545,https://www.bigbasket.com/pd/1221404/pillsbury-atta-gold-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹535
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1221406,https://www.bigbasket.com/media/uploads/p/l/1221406_1-pillsbury-atta-multigrain-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg.jpg,Pillsbury,Pillsbury Atta,Combo 2 Items,Rs 662,Rs 544,https://www.bigbasket.com/pd/1221406/pillsbury-atta-multigrain-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹560
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,10000458,https://www.bigbasket.com/media/uploads/p/l/10000458_11-bb-royal-rice-flour.jpg,BB Royal,"BB Royal Rice Flour, 1 kg Pouch",1 kg Pouch,Rs 60,Rs 43,https://www.bigbasket.com/pd/10000458/bb-royal-rice-flour-1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹56
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",1204249,https://www.bigbasket.com/media/uploads/p/l/1204249_1-bb-royal-maida-1-kg-besan-flour-1-kg-rice-flour-1-kg.jpg,BB Royal,BB Royal Maida 1 Kg + Besan Flour 1 Kg + Rice,Combo 3 Items,Rs 275,Rs 173,https://www.bigbasket.com/pd/1204249/bb-royal-maida-1-kg-besan-flour-1-kg-rice-flour-1-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹223.11
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC MASALAS & SPICES,1208909,https://www.bigbasket.com/media/uploads/p/l/1208909_1-bb-royal-organic-ragi-flour.jpg,BB Royal,BB Royal Organic,2x1 kg Multipack,Rs 160,Rs 128,https://www.bigbasket.com/pd/1208909/bb-royal-organic-ragi-flour-2x1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹160
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40159970,https://www.bigbasket.com/media/uploads/p/l/40159970_2-super-saver-ragi-flour.jpg,BB Super Saver,"BB Super Saver Ragi Flour/Ragi Hittu, 1 kg",1 kg,Rs 90,Rs 44,https://www.bigbasket.com/pd/40159970/super-saver-ragi-flour-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹58
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC MILLET & FLOURS,40076866,https://www.bigbasket.com/media/uploads/p/l/40076866_5-bb-royal-organic-jowar-flour.jpg,BB Royal,BB Royal Organic,500 g,Rs 46,Rs 39,https://www.bigbasket.com/pd/40076866/bb-royal-organic-jowar-flour-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,₹50
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40216183,https://www.bigbasket.com/media/uploads/p/l/40216183_1-vijay-rice-flour.jpg,Vijay,"Vijay Rice Flour, 1 kg",1 kg,Rs 55,Rs 53.90,https://www.bigbasket.com/pd/40216183/vijay-rice-flour-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹61.74
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,20000565,https://www.bigbasket.com/media/uploads/p/l/20000565_8-bb-royal-corn-flour-starch.jpg,BB Royal,"BB Royal Corn Flour/ Starch, 500 g Pouch",500 g Pouch,Rs 50,Rs 36,https://www.bigbasket.com/pd/20000565/bb-royal-corn-flour-starch-500-g-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹40
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40159976,https://www.bigbasket.com/media/uploads/p/l/40159976_3-super-saver-rice-flour.jpg,BB Super Saver,"BB Super Saver Rice Flour/Akki Hittu, 500 g",500 g,Rs 28,Rs 20,https://www.bigbasket.com/pd/40159976/super-saver-rice-flour-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹24
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC FLOURS,40072486,https://www.bigbasket.com/media/uploads/p/l/40072486_7-bb-royal-organic-rice-flour.jpg,BB Royal,BB Royal Organic,1 kg,Rs 99,Rs 57,https://www.bigbasket.com/pd/40072486/bb-royal-organic-rice-flour-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹57.12
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40216181,https://www.bigbasket.com/media/uploads/p/l/40216181_1-vijay-idli-rava.jpg,Vijay,"Vijay Idli Rava, 1 kg",1 kg,Rs 55,Rs 53.90,https://www.bigbasket.com/pd/40216181/vijay-idli-rava-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹61.74
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",10000423,https://www.bigbasket.com/media/uploads/p/l/10000423_12-bb-royal-sooji-ordinarybombay-rava.jpg,BB Royal,"BB Royal Sooji/Bombay Rava, 1 kg Pouch",1 kg Pouch,Rs 65,Rs 47,https://www.bigbasket.com/pd/10000423/bb-royal-sooji-ordinarybombay-rava-1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹58
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",40018904,https://www.bigbasket.com/media/uploads/p/l/40018904_4-bb-royal-bansi-sooji.jpg,BB Royal,"BB Royal Bansi Sooji/Kesari Rava, 1 kg Pouch",1 kg Pouch,Rs 75,Rs 52,https://www.bigbasket.com/pd/40018904/bb-royal-bansi-sooji-1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹61
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",1213921,https://www.bigbasket.com/media/uploads/p/l/1213921_1-bb-royal-maida.jpg,BB Royal,"BB Royal Maida, 5x1 kg Multipack",5x1 kg Multipack,Rs 325,Rs 195,https://www.bigbasket.com/pd/1213921/bb-royal-maida-5x1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹230.55
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",1200637,https://www.bigbasket.com/media/uploads/p/l/1200637_3-bb-royal-sooji-ordinary-1-kg-besan-flour-1-kg-maida-1-kg.jpg,BB Royal,BB Royal Sooji,Combo,Rs 280,Rs 177,https://www.bigbasket.com/pd/1200637/bb-royal-sooji-ordinary-1-kg-besan-flour-1-kg-maida-1-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹217.11
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",1200526,https://www.bigbasket.com/media/uploads/p/l/1200526_1-bb-royal-sooji-ordinary-1-kg-besan-flour-1-kg-maida-1-kg.jpg,BB Royal,BB Royal Sooji,Combo 3 Items,Rs 280,Rs 177,https://www.bigbasket.com/pd/1200526/bb-royal-sooji-ordinary-1-kg-besan-flour-1-kg-maida-1-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹217.11
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",1200533,https://www.bigbasket.com/media/uploads/p/l/1200533_1-bb-royal-besan-flour-500-gm-maida-500-gm-sooji-ordinary-500-gm.jpg,BB Royal,"BB Royal Besan Flour, 500 gm + Maida, 500 gm + Sooji",Combo 3 Items,Rs 141,Rs 92,https://www.bigbasket.com/pd/1200533/bb-royal-besan-flour-500-gm-maida-500-gm-sooji-ordinary-500-gm-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹110
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",1202060,https://www.bigbasket.com/media/uploads/p/l/1202060_1-bb-royal-chiroti-sooji-1-kg-ordinary-sooji-1-kg-bansi-sooji-1-kg.jpg,BB Royal,"BB Royal Chiroti Sooji 1 kg + Ordinary Sooji 1 kg + Bansi Sooji 1 kg, Combo (3 Items)",Combo (3 Items),Rs 205,Rs 151,https://www.bigbasket.com/pd/1202060/bb-royal-chiroti-sooji-1-kg-ordinary-sooji-1-kg-bansi-sooji-1-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹178
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",30000155,https://www.bigbasket.com/media/uploads/p/l/30000155_6-bb-royal-besan-flour.jpg,BB Royal,"BB Royal Besan Fine/Kadale Hittu, 1 kg Pouch",1 kg Pouch,Rs 150,Rs 91,https://www.bigbasket.com/pd/30000155/bb-royal-besan-flour-1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹99
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",40064889,https://www.bigbasket.com/media/uploads/p/l/40064889_3-bb-royal-roasted-soojirava.jpg,BB Royal,"BB Royal Roasted Sooji/Rava, 1 kg",1 kg,Rs 80,Rs 58,https://www.bigbasket.com/pd/40064889/bb-royal-roasted-soojirava-1-kg-0/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹63
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",40018892,https://www.bigbasket.com/media/uploads/p/l/40018892_5-bb-royal-chiroti-sooji.jpg,BB Royal,"BB Royal Chiroti/Barik Sooji, 1 kg Pouch",1 kg Pouch,Rs 65,Rs 52,https://www.bigbasket.com/pd/40018892/bb-royal-chiroti-sooji-1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹57
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,126906,https://www.bigbasket.com/media/uploads/p/l/126906_8-aashirvaad-atta-whole-wheat.jpg,Aashirvaad,Aashirvaad Atta/Godihittu,10 kg,Rs 576,Rs 480,https://www.bigbasket.com/pd/126906/aashirvaad-atta-whole-wheat-10-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹436.79
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1220743,https://www.bigbasket.com/media/uploads/p/l/1220743_1-aashirvaad-atta-whole-wheat-5-kg-iodised-salt-1-kg.jpg,Aashirvaad,Aashirvaad Atta,Combo 2 Items,Rs 346,Rs 324.80,https://www.bigbasket.com/pd/1220743/aashirvaad-atta-whole-wheat-5-kg-iodised-salt-1-kg-combo-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹265.34
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1220742,https://www.bigbasket.com/media/uploads/p/l/1220742_1-aashirvaad-atta-whole-wheat-10-kg-iodised-salt-1-kg.jpg,Aashirvaad,Aashirvaad Atta,Combo 2 Items,Rs 604,Rs 503.80,https://www.bigbasket.com/pd/1220742/aashirvaad-atta-whole-wheat-10-kg-iodised-salt-1-kg-combo-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹456.54
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,40236231,https://www.bigbasket.com/media/uploads/p/l/40236231_2-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,Aashirvaad,Aashirvaad Select Sharbati Atta,10 kg,Rs 680,Rs 584.80,https://www.bigbasket.com/pd/40236231/aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer-10-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹571.2
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,40236230,https://www.bigbasket.com/media/uploads/p/l/40236230_3-aashirvaad-atta-with-multigrains-high-fibre-soft-rotis.jpg,Aashirvaad,Aashirvaad Atta with Multigrains,10 kg,Rs 720,Rs 619.20,https://www.bigbasket.com/pd/40236230/aashirvaad-atta-with-multigrains-high-fibre-soft-rotis-10-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹546
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,40189429,https://www.bigbasket.com/media/uploads/p/l/40189429_4-bb-royal-superior-mp-sharbati-atta-fortified.jpg,BB Royal,BB Royal Atta Sharbati MP Whole Wheat,10 kg Pouch,Rs 650,Rs 505,https://www.bigbasket.com/pd/40189429/bb-royal-superior-mp-sharbati-atta-fortified-10-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹510
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,124656,https://www.bigbasket.com/media/uploads/p/l/124656_3-pillsbury-atta-chakki-fresh.jpg,Pillsbury,Pillsbury Atta/Godihittu,5 kg Pouch,Rs 318,Rs 278,https://www.bigbasket.com/pd/124656/pillsbury-atta-chakki-fresh-5-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹205.11
,"FOODGRAINS, OIL & MASALA","SALT, SUGAR & JAGGERY",SUGAR & JAGGERY,1221835,https://www.bigbasket.com/media/uploads/p/l/1221835_1-madhur-sugar-pure-hygienic-1-kg-bb-royal-atta-with-9-multigrain-10-kg.jpg,Madhur,Madhur Sugar,Combo 2 Items,Rs 710,Rs 543,https://www.bigbasket.com/pd/1221835/madhur-sugar-pure-hygienic-1-kg-bb-royal-atta-with-9-multigrain-10-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹581.04
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1221404,https://www.bigbasket.com/media/uploads/p/l/1221404_1-pillsbury-atta-gold-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg.jpg,Pillsbury,Pillsbury Atta,Combo 2 Items,Rs 635,Rs 545,https://www.bigbasket.com/pd/1221404/pillsbury-atta-gold-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹535
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",ATTA WHOLE WHEAT,1221406,https://www.bigbasket.com/media/uploads/p/l/1221406_1-pillsbury-atta-multigrain-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg.jpg,Pillsbury,Pillsbury Atta,Combo 2 Items,Rs 662,Rs 544,https://www.bigbasket.com/pd/1221406/pillsbury-atta-multigrain-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹560
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,10000458,https://www.bigbasket.com/media/uploads/p/l/10000458_11-bb-royal-rice-flour.jpg,BB Royal,"BB Royal Rice Flour, 1 kg Pouch",1 kg Pouch,Rs 60,Rs 43,https://www.bigbasket.com/pd/10000458/bb-royal-rice-flour-1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹56
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",1204249,https://www.bigbasket.com/media/uploads/p/l/1204249_1-bb-royal-maida-1-kg-besan-flour-1-kg-rice-flour-1-kg.jpg,BB Royal,BB Royal Maida 1 Kg + Besan Flour 1 Kg + Rice,Combo 3 Items,Rs 275,Rs 173,https://www.bigbasket.com/pd/1204249/bb-royal-maida-1-kg-besan-flour-1-kg-rice-flour-1-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹223.11
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC MASALAS & SPICES,1208909,https://www.bigbasket.com/media/uploads/p/l/1208909_1-bb-royal-organic-ragi-flour.jpg,BB Royal,BB Royal Organic,2x1 kg Multipack,Rs 160,Rs 128,https://www.bigbasket.com/pd/1208909/bb-royal-organic-ragi-flour-2x1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹160
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40159970,https://www.bigbasket.com/media/uploads/p/l/40159970_2-super-saver-ragi-flour.jpg,BB Super Saver,"BB Super Saver Ragi Flour/Ragi Hittu, 1 kg",1 kg,Rs 90,Rs 44,https://www.bigbasket.com/pd/40159970/super-saver-ragi-flour-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹58
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC MILLET & FLOURS,40076866,https://www.bigbasket.com/media/uploads/p/l/40076866_5-bb-royal-organic-jowar-flour.jpg,BB Royal,BB Royal Organic,500 g,Rs 46,Rs 39,https://www.bigbasket.com/pd/40076866/bb-royal-organic-jowar-flour-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,₹50
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40216183,https://www.bigbasket.com/media/uploads/p/l/40216183_1-vijay-rice-flour.jpg,Vijay,"Vijay Rice Flour, 1 kg",1 kg,Rs 55,Rs 53.90,https://www.bigbasket.com/pd/40216183/vijay-rice-flour-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹61.74
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,20000565,https://www.bigbasket.com/media/uploads/p/l/20000565_8-bb-royal-corn-flour-starch.jpg,BB Royal,"BB Royal Corn Flour/ Starch, 500 g Pouch",500 g Pouch,Rs 50,Rs 36,https://www.bigbasket.com/pd/20000565/bb-royal-corn-flour-starch-500-g-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹40
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40159976,https://www.bigbasket.com/media/uploads/p/l/40159976_3-super-saver-rice-flour.jpg,BB Super Saver,"BB Super Saver Rice Flour/Akki Hittu, 500 g",500 g,Rs 28,Rs 20,https://www.bigbasket.com/pd/40159976/super-saver-rice-flour-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹24
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC FLOURS,40072486,https://www.bigbasket.com/media/uploads/p/l/40072486_7-bb-royal-organic-rice-flour.jpg,BB Royal,BB Royal Organic,1 kg,Rs 99,Rs 57,https://www.bigbasket.com/pd/40072486/bb-royal-organic-rice-flour-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹57.12
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI",RICE & OTHER FLOURS,40216181,https://www.bigbasket.com/media/uploads/p/l/40216181_1-vijay-idli-rava.jpg,Vijay,"Vijay Idli Rava, 1 kg",1 kg,Rs 55,Rs 53.90,https://www.bigbasket.com/pd/40216181/vijay-idli-rava-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹61.74
,"FOODGRAINS, OIL & MASALA","ATTA, FLOURS & SOOJI","SOOJI, MAIDA & BESAN",10000423,https://www.bigbasket.com/media/uploads/p/l/10000423_12-bb-royal-sooji-ordinarybombay-rava.jpg,BB Royal,"BB Royal Sooji/Bombay Rava, 1 kg Pouch",1 kg Pouch,Rs 65,Rs 47,https://www.bigbasket.com/pd/10000423/bb-royal-sooji-ordinarybombay-rava-1-kg-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹58
