City,Category,Sub-Category,Product,SKU ID,Image,Brand,SKU Name,SKU Size,MRP,Selling Price,Item Link,In Stock,Out of Stock,Rating,Price
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,COOKING PASTES,40189260,https://www.bigbasket.com/media/uploads/p/l/40189260_3-catch-ginger-garlic-paste.jpg,Catch,Catch Ginger Garlic/Adrak Lehsun Paste,200 g Pouch,Rs 50,Rs 35,https://www.bigbasket.com/pd/40189260/catch-ginger-garlic-paste-200-g-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹37.5
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,HERBS & SEASONING,40081759,https://www.bigbasket.com/media/uploads/p/l/40081759_7-keya-oregano-pizza-italian.jpg,Keya,"Keya Sprinkler- Oregano Pizza Italian, 80 g Canister",80 g Canister,Rs 109,Rs 92.65,https://www.bigbasket.com/pd/40081759/keya-oregano-pizza-italian-80-g-canister/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹113.05
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,HERBS & SEASONING,100210773,https://www.bigbasket.com/media/uploads/p/l/100210773_2-keya-chilli-flakes-red.jpg,Keya,Keya Chilli Flakes,40 g Bottle,Rs 79,Rs 67.15,https://www.bigbasket.com/pd/100210773/keya-chilli-flakes-red-40-g-bottle/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹94.05
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,HERBS & SEASONING,40202136,https://www.bigbasket.com/media/uploads/p/l/40202136_4-happychef-red-chilli-flakes.jpg,HappyChef,"HappyChef Red Chilli Flakes, 60 g",60 g,Rs 99,Rs 69,https://www.bigbasket.com/pd/40202136/happychef-red-chilli-flakes-60-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹69
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,HERBS & SEASONING,40202135,https://www.bigbasket.com/media/uploads/p/l/40202135_9-happychef-peri-peri-seasoning.jpg,HappyChef,"HappyChef Peri Peri Seasoning, 80 g",80 g,Rs 99,Rs 79,https://www.bigbasket.com/pd/40202135/happychef-peri-peri-seasoning-80-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹79
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,HERBS & SEASONING,40202138,https://www.bigbasket.com/media/uploads/p/l/40202138_4-happychef-oregano.jpg,HappyChef,"HappyChef Oregano, 30 g",30 g,Rs 109,Rs 79,https://www.bigbasket.com/pd/40202138/happychef-oregano-30-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹79
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,POWDERED SPICES,267168,https://www.bigbasket.com/media/uploads/p/l/267168_3-aashirvaad-powder-chilli.jpg,Aashirvaad,Aashirvaad Chilli Spices Powder,500 g Pouch,Rs 250,Rs 187.50,https://www.bigbasket.com/pd/267168/aashirvaad-powder-chilli-500-g-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹200
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,POWDERED SPICES,100270868,https://www.bigbasket.com/media/uploads/p/l/100270868_4-eastern-kashmiri-chilly-powder.jpg,Eastern,Eastern Kashmiri Chilli Powder,250 g pouch,Rs 220,Rs 185,https://www.bigbasket.com/pd/100270868/eastern-kashmiri-chilly-powder-250-g-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹160
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,POWDERED SPICES,40098291,https://www.bigbasket.com/media/uploads/p/l/40098291_7-mtr-powder-hing.jpg,MTR,"MTR MTR Hingh Powder, 50 gm",50 gm,Rs 90,Rs 72,https://www.bigbasket.com/pd/40098291/mtr-powder-hing-50-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹55
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC MASALAS & SPICES,40109370,https://www.bigbasket.com/media/uploads/p/l/40109370_7-bb-royal-organic-ajwain.jpg,BB Royal,BB Royal Organic,200 g,Rs 99,Rs 80,https://www.bigbasket.com/pd/40109370/bb-royal-organic-ajwain-200-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹80
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,40030808,https://www.bigbasket.com/media/uploads/p/l/40030808_10-bb-royal-cuminjeera-whole.jpg,BB Royal,BB Royal Cumin/Jeera/Jeerige,1 kg,Rs 1000,Rs 549,https://www.bigbasket.com/pd/40030808/bb-royal-cuminjeera-whole-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹621
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,40085023,https://www.bigbasket.com/media/uploads/p/l/40085023_3-bb-popular-fenugreekmethi.jpg,BB Popular,"BB Popular Fenugreek/Methi, 500 g",500 g,Rs 150,Rs 80,https://www.bigbasket.com/pd/40085023/bb-popular-fenugreekmethi-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹74
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,40018894,https://www.bigbasket.com/media/uploads/p/l/40018894_9-bb-royal-corianderdhania-seeds.jpg,BB Royal,"BB Royal Coriander Seeds/Kottambari Beeja, 500 g",500 g,Rs 250,Rs 130,https://www.bigbasket.com/pd/40018894/bb-royal-corianderdhania-seeds-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹152
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,40073432,https://www.bigbasket.com/media/uploads/p/l/40073432_7-bb-popular-black-pepperkali-mirch.jpg,BB Popular,"BB Popular Black Pepper/Kari Menasu, 200 g Pouch",200 g Pouch,Rs 280,Rs 197,https://www.bigbasket.com/pd/40073432/bb-popular-black-pepperkali-mirch-200-g-pouch/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹218
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,1203206,https://www.bigbasket.com/media/uploads/p/l/1203206_1-bb-royal-red-chillilal-mirch-200gm-cuminjeera-whole-200gm.jpg,BB Royal,BB Royal Red Chilli/Lal Mirch 200gm + Cumin/Jeera,Combo 2 Items,Rs 340,Rs 214,https://www.bigbasket.com/pd/1203206/bb-royal-red-chillilal-mirch-200gm-cuminjeera-whole-200gm-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.8,₹244
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,20000486,https://www.bigbasket.com/media/uploads/p/l/20000486_6-bb-royal-deseeded-tamarindimli.jpg,BB Royal,BB Royal Tamarind/Imli,1 kg,Rs 400,Rs 243,https://www.bigbasket.com/pd/20000486/bb-royal-deseeded-tamarindimli-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.7,₹286
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,40030810,https://www.bigbasket.com/media/uploads/p/l/40030810_8-bb-royal-mustardrai-small.jpg,BB Royal,BB Royal Mustard/Sasive/Rai,1 kg,Rs 300,Rs 167,https://www.bigbasket.com/pd/40030810/bb-royal-mustardrai-small-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹217
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,40018885,https://www.bigbasket.com/media/uploads/p/l/40018885_10-bb-royal-chilli-guntur-with-stem.jpg,BB Royal,BB Royal Chilli,500 g,Rs 350,Rs 231,https://www.bigbasket.com/pd/40018885/bb-royal-chilli-guntur-with-stem-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹231
,"FOODGRAINS, OIL & MASALA",MASALAS & SPICES,WHOLE SPICES,1202595,https://www.bigbasket.com/media/uploads/p/l/1202595_1-bb-royal-red-chillilal-mirch-200g-corianderdhania-seeds-200g-cuminjeera-whole-200g.jpg,BB Royal,"BB Royal Red Chilli/Lal Mirch 200g + Coriander/Dhania Seeds 200g + Cumin/Jeera Whole 200g, Combo",Combo,Rs 440,Rs 267,https://www.bigbasket.com/pd/1202595/bb-royal-red-chillilal-mirch-200g-corianderdhania-seeds-200g-cuminjeera-whole-200g-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹305
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,40075469,https://www.bigbasket.com/media/uploads/p/l/40075469_9-bb-royal-organic-turtoor-dal.jpg,BB Royal,BB Royal Organic,2 kg,Rs 419,Rs 332,https://www.bigbasket.com/pd/40075469/bb-royal-organic-turtoor-dal-2-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹457
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,40094998,https://www.bigbasket.com/media/uploads/p/l/40094998_10-bb-royal-organic-raw-peanuts.jpg,BB Royal,BB Royal Organic,1 kg,Rs 269,Rs 183,https://www.bigbasket.com/pd/40094998/bb-royal-organic-raw-peanuts-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹205.02
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC RICE, OTHER RICE",1202083,https://www.bigbasket.com/media/uploads/p/l/1202083_1-bb-royal-organic-sona-masoori-raw-rice-5-kg-brown-sugar-1-kg-toor-dal-1-kg.jpg,BB Royal,BB Royal Organic,Combo 3 Items,Rs 854,Rs 605,https://www.bigbasket.com/pd/1202083/bb-royal-organic-sona-masoori-raw-rice-5-kg-brown-sugar-1-kg-toor-dal-1-kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,1,₹647
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,40135845,https://www.bigbasket.com/media/uploads/p/l/40135845_8-bb-royal-organic-green-moong-whole.jpg,BB Royal,BB Royal Organic,2 kg,Rs 355,Rs 276,https://www.bigbasket.com/pd/40135845/bb-royal-organic-green-moong-whole-2-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹348.84
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,1204989,https://www.bigbasket.com/media/uploads/p/l/1204989_1-bb-royal-organic-sona-masoori-raw-rice-10-kg-toor-dal-1kg-sugar-1kg.jpg,BB Royal,BB Royal Organic,Combo 3 Items,Rs 1320,Rs 933,https://www.bigbasket.com/pd/1204989/bb-royal-organic-sona-masoori-raw-rice-10-kg-toor-dal-1kg-sugar-1kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹997.09
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,40109378,https://www.bigbasket.com/media/uploads/p/l/40109378_8-bb-royal-organic-moong-dal-unpolished.jpg,BB Royal,BB Royal Organic,2 kg,Rs 449,Rs 305,https://www.bigbasket.com/pd/40109378/bb-royal-organic-moong-dal-unpolished-2-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹337.62
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,40098409,https://www.bigbasket.com/media/uploads/p/l/40098409_9-bb-royal-organic-kabuli-chanachanna.jpg,BB Royal,"BB Royal Organic Kabuli Chana/Kabuli Kadale, 1 kg",1 kg,Rs 251,Rs 166,https://www.bigbasket.com/pd/40098409/bb-royal-organic-kabuli-chanachanna-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹248
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,40081586,https://www.bigbasket.com/media/uploads/p/l/40081586_9-bb-royal-organic-brown-chanachanna-brown.jpg,BB Royal,BB Royal Organic,200 g,Rs 33,Rs 20,https://www.bigbasket.com/pd/40081586/bb-royal-organic-brown-chanachanna-brown-200-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹25
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,1204988,https://www.bigbasket.com/media/uploads/p/l/1204988_1-bb-royal-organic-brown-rice-10kg-organic-turtoor-dal-1kg-organic-sugar-1kg.jpg,BB Royal,BB Royal Organic,Combo 3 Items,Rs 1219,Rs 892,https://www.bigbasket.com/pd/1204988/bb-royal-organic-brown-rice-10kg-organic-turtoor-dal-1kg-organic-sugar-1kg-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹928
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DALS & PULSES,40125918,https://www.bigbasket.com/media/uploads/p/l/40125918_11-bb-royal-organic-chana-dalchanna-unpolished.jpg,BB Royal,BB Royal Organic,2 kg,Rs 279,Rs 204,https://www.bigbasket.com/pd/40125918/bb-royal-organic-chana-dalchanna-unpolished-2-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹221
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40101871,https://www.bigbasket.com/media/uploads/p/l/40101871_11-bb-royal-organic-almondbadam.jpg,BB Royal,BB Royal Organic,500 g,Rs 675,Rs 503,https://www.bigbasket.com/pd/40101871/bb-royal-organic-almondbadam-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹421
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40072511,https://www.bigbasket.com/media/uploads/p/l/40072511_13-bb-royal-organic-raisinkismis.jpg,BB Royal,BB Royal Organic,100 g,Rs 69,Rs 51,https://www.bigbasket.com/pd/40072511/bb-royal-organic-raisinkismis-100-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹42
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40089601,https://www.bigbasket.com/media/uploads/p/l/40089601_9-bb-royal-organic-pumpkin-seeds.jpg,BB Royal,"BB Royal Organic Pumpkin Seeds/Kumbalakayi Bija, 50 g",50 g,Rs 52,Rs 44,https://www.bigbasket.com/pd/40089601/bb-royal-organic-pumpkin-seeds-50-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹41
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40109382,https://www.bigbasket.com/media/uploads/p/l/40109382_6-bb-royal-organic-chia-seeds.jpg,BB Royal,BB Royal Organic,100 g,Rs 107,Rs 66,https://www.bigbasket.com/pd/40109382/bb-royal-organic-chia-seeds-100-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹37
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40135839,https://www.bigbasket.com/media/uploads/p/l/40135839_10-bb-royal-organic-cashewkaju-whole-bold.jpg,BB Royal,BB Royal Organic,1 kg,Rs 1499,Rs 1145,https://www.bigbasket.com/pd/40135839/bb-royal-organic-cashewkaju-whole-bold-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹1097
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40199569,https://www.bigbasket.com/media/uploads/p/l/40199569_1-bb-royal-organic-walnut-kernelsakhrot.jpg,BB Royal,BB Royal Organic,500 g,Rs 1099,Rs 722,https://www.bigbasket.com/pd/40199569/bb-royal-organic-walnut-kernelsakhrot-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.5,₹705
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40072470,https://www.bigbasket.com/media/uploads/p/l/40072470_14-bb-royal-organic-flax-seeds.jpg,BB Royal,BB Royal Organic,200 g,Rs 50,Rs 40,https://www.bigbasket.com/pd/40072470/bb-royal-organic-flax-seeds-200-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹22
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40168547,https://www.bigbasket.com/media/uploads/p/l/40168547_7-bb-royal-organic-sunflower-seeds.jpg,BB Royal,"BB Royal Organic Sunflower Seeds/Suryakanti Bija, 200 g",200 g,Rs 130,Rs 105,https://www.bigbasket.com/pd/40168547/bb-royal-organic-sunflower-seeds-200-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹80.58
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40191475,https://www.bigbasket.com/media/uploads/p/l/40191475_2-bb-royal-organic-cashewkaju-whole.jpg,BB Royal,BB Royal Organic Cashew/Godambi,1 kg,Rs 1399,Rs 1010,https://www.bigbasket.com/pd/40191475/bb-royal-organic-cashewkaju-whole-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹783
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC DRY FRUITS,40213657,https://www.bigbasket.com/media/uploads/p/l/40213657_1-bb-royal-organic-walnut-broken.jpg,BB Royal,BB Royal Organic,200 g,Rs 349,Rs 270,https://www.bigbasket.com/pd/40213657/bb-royal-organic-walnut-broken-200-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.3,₹218.28
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",1220933,https://www.bigbasket.com/media/uploads/p/l/1220933_3-bb-royal-organic-cold-pressed-sunflower-cooking-oil-cooks-indian-dishes.jpg,BB Royal Organic,BB Royal Organic Cold Pressed Sunflower Cooking Oil,3x1L Multipack,Rs 1290,Rs 1104.99,https://www.bigbasket.com/pd/1220933/bb-royal-organic-cold-pressed-sunflower-cooking-oil-cooks-indian-dishes-3x1l/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹966.99
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",1212447,https://www.bigbasket.com/media/uploads/p/l/1212447_3-fresho-organic-cow-desi-gheetuppa.jpg,Fresho Organic,"Fresho Organic Cow Desi Ghee/Tuppa, 2x1 L (Multipack)",2x1 L (Multipack),Rs 2600,Rs 1618,https://www.bigbasket.com/pd/1212447/fresho-organic-cow-desi-gheetuppa-2x1-l/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.8,₹1598
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",1220934,https://www.bigbasket.com/media/uploads/p/l/1220934_3-bb-royal-organic-cold-pressed-groundnut-cooking-oil-cooks-indian-dishes.jpg,BB Royal Organic,BB Royal Organic Cold Pressed Groundnut Cooking Oil,3x1L Multipack,Rs 1335,Rs 1104.99,https://www.bigbasket.com/pd/1220934/bb-royal-organic-cold-pressed-groundnut-cooking-oil-cooks-indian-dishes-3x1l/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,₹966.99
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",1213837,https://www.bigbasket.com/media/uploads/p/l/1213837_1-bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil.jpg,BB Royal Organic,BB Royal Organic Sesame/Gingelly Cooking Oil,2 x 1 L Multipack,Rs 950,Rs 818,https://www.bigbasket.com/pd/1213837/bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil-2-x-1-l-spout-pack/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.8,
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",1214179,https://www.bigbasket.com/media/uploads/p/l/1214179_1-bb-combo-bb-royal-organic-cold-pressed-sunflower-oil-1l-tasties-papad-moong-masala-200g.jpg,bb Combo,"bb Combo BB Royal Organic Cold Pressed Sunflower Oil 1L + Tasties Papad-Moong Masala 200g, Combo 2 Items",Combo 2 Items,Rs 515,Rs 441.24,https://www.bigbasket.com/pd/1214179/bb-combo-bb-royal-organic-cold-pressed-sunflower-oil-1l-tasties-papad-moong-masala-200g-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,5,₹398
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",40299139,https://www.bigbasket.com/media/uploads/p/l/40299139_1-jivika-naturals-natural-cow-ghee-rich-in-taste-flavour.jpg,Jivika Naturals,Jivika Naturals Natural Cow Ghee,1 L,Rs 1199,Rs 1115.07,https://www.bigbasket.com/pd/40299139/jivika-naturals-natural-cow-ghee-rich-in-taste-flavour-1-l/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,₹1199
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",40299140,https://www.bigbasket.com/media/uploads/p/l/40299140_1-jivika-naturals-buffalo-ghee-rich-in-calcium.jpg,Jivika Naturals,Jivika Naturals Buffalo Ghee,500 ml,Rs 599,Rs 557.07,https://www.bigbasket.com/pd/40299140/jivika-naturals-buffalo-ghee-rich-in-calcium-500-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",1213797,https://www.bigbasket.com/media/uploads/p/l/1213797_1-bb-royal-organic-cold-pressed-kachi-ghani-mustard-cooking-oil.jpg,BB Royal Organic,"BB Royal Organic Cold Pressed Kachi Ghani Mustard Cooking Oil, 2x1L Multipack",2x1L Multipack,Rs 798,Rs 735,https://www.bigbasket.com/pd/1213797/bb-royal-organic-cold-pressed-kachi-ghani-mustard-cooking-oil-2x1l-spout-pack/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹515
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,"ORGANIC EDIBLE OIL, GHEE",40211784,https://www.bigbasket.com/media/uploads/p/l/40211784_5-fresho-organic-a2-desi-cow-ghee.jpg,Fresho Organic,"Fresho Organic A2 Desi Cow Ghee, 453 g",453 g,Rs 1500,Rs 729,https://www.bigbasket.com/pd/40211784/fresho-organic-a2-desi-cow-ghee-453-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,₹699
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC FLOURS,1205372,https://www.bigbasket.com/media/uploads/p/l/1205372_1-bb-royal-organic-maida.jpg,BB Royal,BB Royal Organic,2x1 kg (Multipack),Rs 170,Rs 122,https://www.bigbasket.com/pd/1205372/bb-royal-organic-maida-2x1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹102
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC FLOURS,40072486,https://www.bigbasket.com/media/uploads/p/l/40072486_7-bb-royal-organic-rice-flour.jpg,BB Royal,BB Royal Organic,1 kg,Rs 99,Rs 57,https://www.bigbasket.com/pd/40072486/bb-royal-organic-rice-flour-1-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹57.12
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC MILLET & FLOURS,40076866,https://www.bigbasket.com/media/uploads/p/l/40076866_5-bb-royal-organic-jowar-flour.jpg,BB Royal,BB Royal Organic,500 g,Rs 46,Rs 39,https://www.bigbasket.com/pd/40076866/bb-royal-organic-jowar-flour-500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,₹50
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC FLOURS,40079750,https://www.bigbasket.com/media/uploads/p/l/40079750_13-bb-royal-organic-whole-wheat-atta.jpg,BB Royal,BB Royal Organic,5 kg,Rs 349,Rs 257,https://www.bigbasket.com/pd/40079750/bb-royal-organic-whole-wheat-atta-5-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹279
,"FOODGRAINS, OIL & MASALA",ORGANIC STAPLES,ORGANIC FLOURS,40202316,https://www.bigbasket.com/media/uploads/p/l/40202316_2-aashirvaad-natures-super-foods-organic-atta.jpg,Aashirvaad,"Aashirvaad Nature's Super Foods Organic Atta, 5 kg",5 kg,Rs 370,Rs 310,https://www.bigbasket.com/pd/40202316/aashirvaad-natures-super-foods-organic-atta-5-kg/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹280
